entidadFederativa,grupoQuincenalEdad,total,Hombres,Mujeres,Anio
Nayarit,50 a 54 años,48769,23609,25160,2010
Nayarit,55 a 59 años,39899,19693,20206,2010
Nayarit,60 a 64 años,32069,15866,16203,2010
Nayarit,65 a 69 años,25368,12694,12674,2010
Nayarit,70 a 74 años,21066,10519,10547,2010
Nayarit,75 a 79 años,13928,7002,6926,2010
Nayarit,80 a 84 años,8690,4150,4540,2010
Nayarit,85 a 89 años,5111,2390,2721,2010
Nayarit,90 a 94 años,2113,944,1169,2010
Nayarit,95 a 99 años,799,368,431,2010
Nayarit,100 años y más,247,134,113,2010
Nayarit,No especificado,7435,3720,3715,2010
Nuevo León,0 a 4 años,413360,210075,203285,2010
Nuevo León,5 a 9 años,430525,219102,211423,2010
Nuevo León,10 a 14 años,415368,211365,204003,2010
Nuevo León,15 a 19 años,406428,205518,200910,2010
Nuevo León,20 a 24 años,401723,202766,198957,2010
Nuevo León,25 a 29 años,384086,192963,191123,2010
Nuevo León,30 a 34 años,383736,191204,192532,2010
Nuevo León,35 a 39 años,383357,191768,191589,2010
Nuevo León,40 a 44 años,321008,159078,161930,2010
Nuevo León,45 a 49 años,260606,128429,132177,2010
Nuevo León,50 a 54 años,220801,107080,113721,2010
Nuevo León,55 a 59 años,162140,78944,83196,2010
Nuevo León,60 a 64 años,132607,63516,69091,2010
Nuevo León,65 a 69 años,96803,46293,50510,2010
Nuevo León,70 a 74 años,75631,35695,39936,2010
Nuevo León,75 a 79 años,48049,22136,25913,2010
Nuevo León,80 a 84 años,30455,13075,17380,2010
Nuevo León,85 a 89 años,16005,6629,9376,2010
Nuevo León,90 a 94 años,5394,2066,3328,2010
Nuevo León,95 a 99 años,1874,695,1179,2010
Nuevo León,100 años y más,460,172,288,2010
Nuevo León,No especificado,63042,31616,31426,2010
Oaxaca,0 a 4 años,373371,189157,184214,2010
Oaxaca,5 a 9 años,399632,201833,197799,2010
Oaxaca,10 a 14 años,414392,209447,204945,2010
Oaxaca,15 a 19 años,406873,200381,206492,2010
Oaxaca,20 a 24 años,313523,145055,168468,2010
Oaxaca,25 a 29 años,268969,122545,146424,2010
Oaxaca,30 a 34 años,259112,117774,141338,2010
Oaxaca,35 a 39 años,244019,112008,132011,2010
Oaxaca,40 a 44 años,208666,96524,112142,2010
Oaxaca,45 a 49 años,187021,86487,100534,2010
Oaxaca,50 a 54 años,163536,75664,87872,2010
Oaxaca,55 a 59 años,134078,63189,70889,2010
Oaxaca,60 a 64 años,110092,51536,58556,2010
Oaxaca,65 a 69 años,90363,41593,48770,2010
Oaxaca,70 a 74 años,80884,37246,43638,2010
Oaxaca,75 a 79 años,55599,26055,29544,2010
Oaxaca,80 a 84 años,35768,16415,19353,2010
Oaxaca,85 a 89 años,21170,9631,11539,2010
Oaxaca,90 a 94 años,7840,3481,4359,2010
Oaxaca,95 a 99 años,3406,1401,2005,2010
Oaxaca,100 años y más,1047,407,640,2010
Oaxaca,No especificado,22601,11179,11422,2010
Puebla,0 a 4 años,574513,291584,282929,2010
Puebla,5 a 9 años,620386,314122,306264,2010
Puebla,10 a 14 años,604845,305657,299188,2010
Puebla,15 a 19 años,604094,299098,304996,2010
Puebla,20 a 24 años,511685,241187,270498,2010
Puebla,25 a 29 años,441558,203626,237932,2010
Puebla,30 a 34 años,420492,192949,227543,2010
Puebla,35 a 39 años,394961,182690,212271,2010
Puebla,40 a 44 años,328556,151228,177328,2010
Puebla,45 a 49 años,279425,129308,150117,2010
Puebla,50 a 54 años,240020,110377,129643,2010
Puebla,55 a 59 años,188919,88207,100712,2010
Puebla,60 a 64 años,150565,69041,81524,2010
Puebla,65 a 69 años,115990,53384,62606,2010
Puebla,70 a 74 años,96685,43408,53277,2010
Puebla,75 a 79 años,67019,30238,36781,2010
Puebla,80 a 84 años,43367,18969,24398,2010
Puebla,85 a 89 años,26380,11168,15212,2010
Puebla,90 a 94 años,9528,3906,5622,2010
Puebla,95 a 99 años,3845,1413,2432,2010
Puebla,100 años y más,1057,329,728,2010
Puebla,No especificado,55939,27966,27973,2010
Querétaro,0 a 4 años,178916,90972,87944,2010
Querétaro,5 a 9 años,183541,93230,90311,2010
Querétaro,10 a 14 años,182608,92453,90155,2010
Querétaro,15 a 19 años,187241,92904,94337,2010
Querétaro,20 a 24 años,168520,80717,87803,2010
Querétaro,25 a 29 años,153300,72317,80983,2010
Querétaro,30 a 34 años,145169,68081,77088,2010
Querétaro,35 a 39 años,138438,65728,72710,2010
Querétaro,40 a 44 años,114275,53763,60512,2010
Querétaro,45 a 49 años,93449,44472,48977,2010
Querétaro,50 a 54 años,76870,36628,40242,2010
Querétaro,55 a 59 años,56288,26912,29376,2010
Querétaro,60 a 64 años,42991,20110,22881,2010
Querétaro,65 a 69 años,31562,14757,16805,2010
Querétaro,70 a 74 años,24701,11421,13280,2010
Querétaro,75 a 79 años,16494,7562,8932,2010
Querétaro,80 a 84 años,10760,4641,6119,2010
Querétaro,85 a 89 años,6400,2751,3649,2010
Querétaro,90 a 94 años,2344,914,1430,2010
Querétaro,95 a 99 años,922,303,619,2010
Querétaro,100 años y más,207,70,137,2010
Querétaro,No especificado,12941,6482,6459,2010
Quintana Roo,0 a 4 años,133228,67703,65525,2010
Quintana Roo,5 a 9 años,126996,64151,62845,2010
Quintana Roo,10 a 14 años,121308,61790,59518,2010
Quintana Roo,15 a 19 años,128650,65411,63239,2010
Quintana Roo,20 a 24 años,135549,68519,67030,2010
Quintana Roo,25 a 29 años,130616,65694,64922,2010
Quintana Roo,30 a 34 años,120654,60588,60066,2010
Quintana Roo,35 a 39 años,111169,56596,54573,2010
Quintana Roo,40 a 44 años,86941,44886,42055,2010
Quintana Roo,45 a 49 años,64630,33236,31394,2010
Quintana Roo,50 a 54 años,48629,24865,23764,2010
Quintana Roo,55 a 59 años,34052,17591,16461,2010
Quintana Roo,60 a 64 años,24478,12373,12105,2010
Quintana Roo,65 a 69 años,15430,7924,7506,2010
Quintana Roo,70 a 74 años,10761,5469,5292,2010
Quintana Roo,75 a 79 años,6453,3276,3177,2010
Quintana Roo,80 a 84 años,3639,1831,1808,2010
Quintana Roo,85 a 89 años,2070,1048,1022,2010
Quintana Roo,90 a 94 años,761,387,374,2010
Quintana Roo,95 a 99 años,297,152,145,2010
Quintana Roo,100 años y más,76,43,33,2010
Quintana Roo,No especificado,19191,9687,9504,2010
San Luis Potosí,0 a 4 años,247057,125473,121584,2010
San Luis Potosí,5 a 9 años,268914,136027,132887,2010
San Luis Potosí,10 a 14 años,270154,136835,133319,2010
San Luis Potosí,15 a 19 años,269673,135204,134469,2010
San Luis Potosí,20 a 24 años,219720,105606,114114,2010
San Luis Potosí,25 a 29 años,189105,88319,100786,2010
San Luis Potosí,30 a 34 años,180250,84440,95810,2010
San Luis Potosí,35 a 39 años,175642,82850,92792,2010
San Luis Potosí,40 a 44 años,152372,71817,80555,2010
San Luis Potosí,45 a 49 años,131221,61913,69308,2010
San Luis Potosí,50 a 54 años,112519,53592,58927,2010
San Luis Potosí,55 a 59 años,87476,42563,44913,2010
San Luis Potosí,60 a 64 años,72960,34958,38002,2010
San Luis Potosí,65 a 69 años,56671,27526,29145,2010
San Luis Potosí,70 a 74 años,50213,24200,26013,2010
San Luis Potosí,75 a 79 años,34695,16937,17758,2010
San Luis Potosí,80 a 84 años,23325,11118,12207,2010
San Luis Potosí,85 a 89 años,13437,6316,7121,2010
San Luis Potosí,90 a 94 años,4303,1915,2388,2010
San Luis Potosí,95 a 99 años,1824,787,1037,2010
San Luis Potosí,100 años y más,548,205,343,2010
San Luis Potosí,No especificado,23439,11765,11674,2010
Sinaloa,0 a 4 años,252443,128664,123779,2010
Sinaloa,5 a 9 años,264538,134710,129828,2010
Sinaloa,10 a 14 años,270555,137580,132975,2010
Sinaloa,15 a 19 años,275540,139206,136334,2010
Sinaloa,20 a 24 años,242907,121634,121273,2010
Sinaloa,25 a 29 años,207840,102082,105758,2010
Sinaloa,30 a 34 años,207002,101645,105357,2010
Sinaloa,35 a 39 años,207622,102184,105438,2010
Sinaloa,40 a 44 años,176453,86505,89948,2010
Sinaloa,45 a 49 años,149915,72394,77521,2010
Sinaloa,50 a 54 años,131472,63091,68381,2010
Sinaloa,55 a 59 años,103936,51030,52906,2010
Sinaloa,60 a 64 años,83594,41082,42512,2010
Sinaloa,65 a 69 años,64032,31842,32190,2010
Sinaloa,70 a 74 años,51023,25289,25734,2010
Sinaloa,75 a 79 años,31659,15461,16198,2010
Sinaloa,80 a 84 años,19463,9028,10435,2010
Sinaloa,85 a 89 años,10809,4777,6032,2010
Sinaloa,90 a 94 años,4102,1720,2382,2010
Sinaloa,95 a 99 años,1625,665,960,2010
Sinaloa,100 años y más,418,176,242,2010
Sinaloa,No especificado,10813,5436,5377,2010
Sonora,0 a 4 años,250969,127915,123054,2010
Sonora,5 a 9 años,259950,132598,127352,2010
Sonora,10 a 14 años,256883,131336,125547,2010
Sonora,15 a 19 años,251510,128406,123104,2010
Sonora,20 a 24 años,228147,116320,111827,2010
Sonora,25 a 29 años,207251,104540,102711,2010
Sonora,30 a 34 años,205910,103146,102764,2010
Sonora,35 a 39 años,202731,102169,100562,2010
Sonora,40 a 44 años,172253,85722,86531,2010
Sonora,45 a 49 años,147842,73258,74584,2010
Sonora,50 a 54 años,128595,63397,65198,2010
Sonora,55 a 59 años,97274,48466,48808,2010
Sonora,60 a 64 años,74443,36506,37937,2010
Sonora,65 a 69 años,56240,27424,28816,2010
Sonora,70 a 74 años,43912,21279,22633,2010
Sonora,75 a 79 años,28060,13585,14475,2010
Sonora,80 a 84 años,17019,7746,9273,2010
Sonora,85 a 89 años,8961,3937,5024,2010
Sonora,90 a 94 años,3075,1247,1828,2010
Sonora,95 a 99 años,940,364,576,2010
Sonora,100 años y más,224,87,137,2010
Sonora,No especificado,20291,10164,10127,2010
Tabasco,0 a 4 años,223692,114194,109498,2010
Tabasco,5 a 9 años,225061,114145,110916,2010
Tabasco,10 a 14 años,220776,111804,108972,2010
Tabasco,15 a 19 años,224257,111911,112346,2010
Tabasco,20 a 24 años,206842,100048,106794,2010
Tabasco,25 a 29 años,185871,87169,98702,2010
Tabasco,30 a 34 años,174392,81829,92563,2010
Tabasco,35 a 39 años,164922,78148,86774,2010
Tabasco,40 a 44 años,136000,66024,69976,2010
Tabasco,45 a 49 años,116426,57375,59051,2010
Tabasco,50 a 54 años,95109,46912,48197,2010
Tabasco,55 a 59 años,72350,35982,36368,2010
Tabasco,60 a 64 años,51726,25607,26119,2010
Tabasco,65 a 69 años,38728,18954,19774,2010
Tabasco,70 a 74 años,32532,15959,16573,2010
Tabasco,75 a 79 años,21048,10617,10431,2010
Tabasco,80 a 84 años,12257,6092,6165,2010
Tabasco,85 a 89 años,7134,3374,3760,2010
Tabasco,90 a 94 años,2669,1275,1394,2010
Tabasco,95 a 99 años,1297,589,708,2010
Tabasco,100 años y más,536,235,301,2010
Tabasco,No especificado,24978,12515,12463,2010
Tamaulipas,0 a 4 años,302937,154457,148480,2010
Tamaulipas,5 a 9 años,305122,154618,150504,2010
Tamaulipas,10 a 14 años,294469,150104,144365,2010
Tamaulipas,15 a 19 años,291682,147251,144431,2010
Tamaulipas,20 a 24 años,275453,137058,138395,2010
Tamaulipas,25 a 29 años,258116,126215,131901,2010
Tamaulipas,30 a 34 años,255313,124108,131205,2010
Tamaulipas,35 a 39 años,250586,122278,128308,2010
Tamaulipas,40 a 44 años,213736,104304,109432,2010
Tamaulipas,45 a 49 años,177182,86829,90353,2010
Tamaulipas,50 a 54 años,147748,71602,76146,2010
Tamaulipas,55 a 59 años,109317,53327,55990,2010
Tamaulipas,60 a 64 años,89766,42359,47407,2010
Tamaulipas,65 a 69 años,66138,31179,34959,2010
Tamaulipas,70 a 74 años,53619,25167,28452,2010
Tamaulipas,75 a 79 años,35422,16664,18758,2010
Tamaulipas,80 a 84 años,22387,10054,12333,2010
Tamaulipas,85 a 89 años,12078,5302,6776,2010
Tamaulipas,90 a 94 años,3852,1589,2263,2010
Tamaulipas,95 a 99 años,1427,574,853,2010
Tamaulipas,100 años y más,408,169,239,2010
Tamaulipas,No especificado,101796,50993,50803,2010
Tlaxcala,0 a 4 años,116073,58980,57093,2010
Tlaxcala,5 a 9 años,123330,62673,60657,2010
Tlaxcala,10 a 14 años,118634,59970,58664,2010
Tlaxcala,15 a 19 años,119172,59831,59341,2010
Tlaxcala,20 a 24 años,104781,50406,54375,2010
Tlaxcala,25 a 29 años,93720,43235,50485,2010
Tlaxcala,30 a 34 años,90612,41672,48940,2010
Tlaxcala,35 a 39 años,84560,39297,45263,2010
Tlaxcala,40 a 44 años,71030,33139,37891,2010
Tlaxcala,45 a 49 años,58822,27512,31310,2010
Tlaxcala,50 a 54 años,49362,23079,26283,2010
Tlaxcala,55 a 59 años,36171,17210,18961,2010
Tlaxcala,60 a 64 años,28530,13597,14933,2010
Tlaxcala,65 a 69 años,21997,10353,11644,2010
Tlaxcala,70 a 74 años,17497,8197,9300,2010
Tlaxcala,75 a 79 años,13009,6108,6901,2010
Tlaxcala,80 a 84 años,8741,4056,4685,2010
Tlaxcala,85 a 89 años,5477,2493,2984,2010
Tlaxcala,90 a 94 años,1997,880,1117,2010
Tlaxcala,95 a 99 años,794,318,476,2010
Tlaxcala,100 años y más,187,75,112,2010
Tlaxcala,No especificado,5440,2694,2746,2010
Veracruz de Ignacio de la Llave,0 a 4 años,662288,335899,326389,2010
Veracruz de Ignacio de la Llave,5 a 9 años,728767,369775,358992,2010
Veracruz de Ignacio de la Llave,10 a 14 años,741526,376924,364602,2010
Veracruz de Ignacio de la Llave,15 a 19 años,759388,381351,378037,2010
Veracruz de Ignacio de la Llave,20 a 24 años,642093,307562,334531,2010
Veracruz de Ignacio de la Llave,25 a 29 años,557762,259153,298609,2010
Veracruz de Ignacio de la Llave,30 a 34 años,539685,247094,292591,2010
Veracruz de Ignacio de la Llave,35 a 39 años,542754,251277,291477,2010
Veracruz de Ignacio de la Llave,40 a 44 años,486810,228657,258153,2010
Veracruz de Ignacio de la Llave,45 a 49 años,424845,201515,223330,2010
Veracruz de Ignacio de la Llave,50 a 54 años,365591,172802,192789,2010
Veracruz de Ignacio de la Llave,55 a 59 años,298171,142619,155552,2010
Veracruz de Ignacio de la Llave,60 a 64 años,239698,114048,125650,2010
Veracruz de Ignacio de la Llave,65 a 69 años,183836,87365,96471,2010
Veracruz de Ignacio de la Llave,70 a 74 años,155346,72547,82799,2010
Veracruz de Ignacio de la Llave,75 a 79 años,100119,46658,53461,2010
Veracruz de Ignacio de la Llave,80 a 84 años,62627,28294,34333,2010
Veracruz de Ignacio de la Llave,85 a 89 años,35565,15779,19786,2010
Veracruz de Ignacio de la Llave,90 a 94 años,13213,5571,7642,2010
Veracruz de Ignacio de la Llave,95 a 99 años,5967,2503,3464,2010
Veracruz de Ignacio de la Llave,100 años y más,2186,890,1296,2010
Veracruz de Ignacio de la Llave,No especificado,94957,47396,47561,2010
Yucatán,0 a 4 años,170727,86219,84508,2010
Yucatán,5 a 9 años,181587,91892,89695,2010
Yucatán,10 a 14 años,182604,92921,89683,2010
Yucatán,15 a 19 años,192027,96613,95414,2010
Yucatán,20 a 24 años,183322,91013,92309,2010
Yucatán,25 a 29 años,160355,78443,81912,2010
Yucatán,30 a 34 años,151440,73129,78311,2010
Yucatán,35 a 39 años,145205,69998,75207,2010
Yucatán,40 a 44 años,116699,56265,60434,2010
Yucatán,45 a 49 años,101202,48528,52674,2010
Yucatán,50 a 54 años,87918,41814,46104,2010
Yucatán,55 a 59 años,73419,35354,38065,2010
Yucatán,60 a 64 años,61572,29647,31925,2010
Yucatán,65 a 69 años,44092,21271,22821,2010
Yucatán,70 a 74 años,35779,17334,18445,2010
Yucatán,75 a 79 años,24558,12071,12487,2010
Yucatán,80 a 84 años,15627,7491,8136,2010
Yucatán,85 a 89 años,9540,4618,4922,2010
Yucatán,90 a 94 años,3815,1743,2072,2010
Yucatán,95 a 99 años,1289,586,703,2010
Yucatán,100 años y más,202,88,114,2010
Yucatán,No especificado,12598,6295,6303,2010
Zacatecas,0 a 4 años,152037,77320,74717,2010
Zacatecas,5 a 9 años,151780,76898,74882,2010
Zacatecas,10 a 14 años,152154,77052,75102,2010
Zacatecas,15 a 19 años,150499,75169,75330,2010
Zacatecas,20 a 24 años,131079,62008,69071,2010
Zacatecas,25 a 29 años,107817,50416,57401,2010
Zacatecas,30 a 34 años,105427,49237,56190,2010
Zacatecas,35 a 39 años,101327,48473,52854,2010
Zacatecas,40 a 44 años,88979,42123,46856,2010
Zacatecas,45 a 49 años,74010,35111,38899,2010
Zacatecas,50 a 54 años,62448,29522,32926,2010
Zacatecas,55 a 59 años,47741,23002,24739,2010
Zacatecas,60 a 64 años,41090,19732,21358,2010
Zacatecas,65 a 69 años,34106,16684,17422,2010
Zacatecas,70 a 74 años,29225,14135,15090,2010
Zacatecas,75 a 79 años,21022,10463,10559,2010
Zacatecas,80 a 84 años,13941,6868,7073,2010
Zacatecas,85 a 89 años,8507,4152,4355,2010
Zacatecas,90 a 94 años,2832,1296,1536,2010
Zacatecas,95 a 99 años,1176,526,650,2010
Zacatecas,100 años y más,253,102,151,2010
Zacatecas,No especificado,13218,6608,6610,2010
Estados Unidos Mexicanos,0 a 4 años,10047365,5077482,4969883,2020
Estados Unidos Mexicanos,5 a 9 años,10764379,5453091,5311288,2020
Estados Unidos Mexicanos,10 a 14 años,10943540,5554260,5389280,2020
Estados Unidos Mexicanos,15 a 19 años,10806690,5462150,5344540,2020
Estados Unidos Mexicanos,20 a 24 años,10422095,5165884,5256211,2020
Estados Unidos Mexicanos,25 a 29 años,9993001,4861404,5131597,2020
Estados Unidos Mexicanos,30 a 34 años,9420827,4527726,4893101,2020
Estados Unidos Mexicanos,35 a 39 años,9020276,4331530,4688746,2020
Estados Unidos Mexicanos,40 a 44 años,8503586,4062304,4441282,2020
Estados Unidos Mexicanos,45 a 49 años,7942413,3812344,4130069,2020
Estados Unidos Mexicanos,50 a 54 años,7037532,3332163,3705369,2020
Estados Unidos Mexicanos,55 a 59 años,5695958,2692976,3002982,2020
Estados Unidos Mexicanos,60 a 64 años,4821062,2257862,2563200,2020
Estados Unidos Mexicanos,65 a 69 años,3645077,1706850,1938227,2020
Estados Unidos Mexicanos,70 a 74 años,2647340,1233492,1413848,2020
Estados Unidos Mexicanos,75 a 79 años,1814582,847898,966684,2020
Estados Unidos Mexicanos,80 a 84 años,1175364,523812,651552,2020
Estados Unidos Mexicanos,85 a 89 años,659245,283351,375894,2020
Estados Unidos Mexicanos,90 a 94 años,266806,107358,159448,2020
Estados Unidos Mexicanos,95 a 99 años,95205,36615,58590,2020
Estados Unidos Mexicanos,100 años y más,18295,6644,11651,2020
Estados Unidos Mexicanos,No especificado,273386,136194,137192,2020
Aguascalientes,0 a 4 años,124430,62978,61452,2020
Aguascalientes,5 a 9 años,131048,66359,64689,2020
Aguascalientes,10 a 14 años,129717,66080,63637,2020
Aguascalientes,15 a 19 años,131967,66903,65064,2020
Aguascalientes,20 a 24 años,127020,63154,63866,2020
Aguascalientes,25 a 29 años,118426,58141,60285,2020
Aguascalientes,30 a 34 años,106825,51651,55174,2020
Aguascalientes,35 a 39 años,99257,47774,51483,2020
Aguascalientes,40 a 44 años,92378,43839,48539,2020
Aguascalientes,45 a 49 años,84669,40163,44506,2020
Aguascalientes,50 a 54 años,74121,34611,39510,2020
Aguascalientes,55 a 59 años,58865,27608,31257,2020
Aguascalientes,60 a 64 años,48306,22435,25871,2020
Aguascalientes,65 a 69 años,35823,16698,19125,2020
Aguascalientes,70 a 74 años,25586,11782,13804,2020
Aguascalientes,75 a 79 años,16581,7739,8842,2020
Aguascalientes,80 a 84 años,10186,4397,5789,2020
Aguascalientes,85 a 89 años,5576,2360,3216,2020
Aguascalientes,90 a 94 años,2410,942,1468,2020
Aguascalientes,95 a 99 años,796,284,512,2020
Aguascalientes,100 años y más,112,36,76,2020
Aguascalientes,No especificado,1508,749,759,2020
Baja California,0 a 4 años,266301,134410,131891,2020
Baja California,5 a 9 años,299654,152609,147045,2020
Baja California,10 a 14 años,312348,159306,153042,2020
Baja California,15 a 19 años,315639,161298,154341,2020
Baja California,20 a 24 años,340359,173450,166909,2020
Baja California,25 a 29 años,328244,166250,161994,2020
Baja California,30 a 34 años,302389,152164,150225,2020
Baja California,35 a 39 años,292069,148169,143900,2020
Baja California,40 a 44 años,273611,138332,135279,2020
Baja California,45 a 49 años,260844,134187,126657,2020
Baja California,50 a 54 años,221388,112789,108599,2020
Baja California,55 a 59 años,168653,84778,83875,2020
Baja California,60 a 64 años,134022,65287,68735,2020
Baja California,65 a 69 años,94704,44982,49722,2020
Baja California,70 a 74 años,65425,30812,34613,2020
Baja California,75 a 79 años,40874,18833,22041,2020
Baja California,80 a 84 años,25204,11060,14144,2020
Baja California,85 a 89 años,12451,5277,7174,2020
Baja California,90 a 94 años,4858,1897,2961,2020
Baja California,95 a 99 años,1512,522,990,2020
Baja California,100 años y más,252,81,171,2020
Baja California,No especificado,8219,4096,4123,2020
Baja California Sur,0 a 4 años,62455,31479,30976,2020
Baja California Sur,5 a 9 años,66933,33962,32971,2020
Baja California Sur,10 a 14 años,67665,34455,33210,2020
Baja California Sur,15 a 19 años,65469,33788,31681,2020
Baja California Sur,20 a 24 años,66743,34418,32325,2020
Baja California Sur,25 a 29 años,68798,35046,33752,2020
Baja California Sur,30 a 34 años,67779,34653,33126,2020
Baja California Sur,35 a 39 años,64927,33289,31638,2020
Baja California Sur,40 a 44 años,59389,30390,28999,2020
Baja California Sur,45 a 49 años,51771,26718,25053,2020
Baja California Sur,50 a 54 años,43337,21910,21427,2020
Baja California Sur,55 a 59 años,33731,16905,16826,2020
Baja California Sur,60 a 64 años,27095,13415,13680,2020
Baja California Sur,65 a 69 años,19274,9587,9687,2020
Baja California Sur,70 a 74 años,12545,6165,6380,2020
Baja California Sur,75 a 79 años,8166,3984,4182,2020
Baja California Sur,80 a 84 años,4649,2134,2515,2020
Baja California Sur,85 a 89 años,2556,1165,1391,2020
Baja California Sur,90 a 94 años,936,367,569,2020
Baja California Sur,95 a 99 años,332,118,214,2020
Baja California Sur,100 años y más,55,18,37,2020
Baja California Sur,No especificado,3842,1913,1929,2020
Campeche,0 a 4 años,78935,39817,39118,2020
Campeche,5 a 9 años,82015,41624,40391,2020
Campeche,10 a 14 años,80168,41047,39121,2020
Campeche,15 a 19 años,76140,38468,37672,2020
Campeche,20 a 24 años,75556,37277,38279,2020
Campeche,25 a 29 años,72798,35046,37752,2020
Campeche,30 a 34 años,72709,34557,38152,2020
Campeche,35 a 39 años,70275,33611,36664,2020
Campeche,40 a 44 años,64170,30761,33409,2020
Campeche,45 a 49 años,57628,28036,29592,2020
Campeche,50 a 54 años,50254,24392,25862,2020
Campeche,55 a 59 años,40805,19857,20948,2020
Campeche,60 a 64 años,32778,16020,16758,2020
Campeche,65 a 69 años,25796,12530,13266,2020
Campeche,70 a 74 años,17559,8668,8891,2020
Campeche,75 a 79 años,11916,5984,5932,2020
Campeche,80 a 84 años,7536,3718,3818,2020
Campeche,85 a 89 años,4413,2113,2300,2020
Campeche,90 a 94 años,1768,832,936,2020
Campeche,95 a 99 años,701,353,348,2020
Campeche,100 años y más,149,78,71,2020
Campeche,No especificado,4294,2150,2144,2020
Coahuila de Zaragoza,0 a 4 años,279912,141812,138100,2020
Coahuila de Zaragoza,5 a 9 años,276224,140417,135807,2020
Coahuila de Zaragoza,10 a 14 años,268144,136301,131843,2020
Coahuila de Zaragoza,15 a 19 años,269284,136850,132434,2020
Coahuila de Zaragoza,20 a 24 años,264313,133659,130654,2020
Coahuila de Zaragoza,25 a 29 años,245917,122570,123347,2020
Coahuila de Zaragoza,30 a 34 años,224329,110882,113447,2020
Coahuila de Zaragoza,35 a 39 años,219634,109371,110263,2020
Coahuila de Zaragoza,40 a 44 años,218687,106991,111696,2020
Coahuila de Zaragoza,45 a 49 años,205202,100846,104356,2020
Coahuila de Zaragoza,50 a 54 años,178214,86423,91791,2020
Coahuila de Zaragoza,55 a 59 años,142215,69115,73100,2020
Coahuila de Zaragoza,60 a 64 años,118950,57307,61643,2020
Coahuila de Zaragoza,65 a 69 años,84422,40630,43792,2020
Coahuila de Zaragoza,70 a 74 años,61684,29458,32226,2020
Coahuila de Zaragoza,75 a 79 años,39801,18836,20965,2020
Coahuila de Zaragoza,80 a 84 años,24851,11199,13652,2020
Coahuila de Zaragoza,85 a 89 años,12495,5503,6992,2020
Coahuila de Zaragoza,90 a 94 años,4712,1826,2886,2020
Coahuila de Zaragoza,95 a 99 años,1408,529,879,2020
Coahuila de Zaragoza,100 años y más,214,70,144,2020
Coahuila de Zaragoza,No especificado,6159,3074,3085,2020
Colima,0 a 4 años,52313,26532,25781,2020
Colima,5 a 9 años,60049,30646,29403,2020
Colima,10 a 14 años,60801,30952,29849,2020
Colima,15 a 19 años,60663,30667,29996,2020
Colima,20 a 24 años,59343,29637,29706,2020
Colima,25 a 29 años,58035,28584,29451,2020
Colima,30 a 34 años,57436,27688,29748,2020
Colima,35 a 39 años,54566,26634,27932,2020
Colima,40 a 44 años,51179,24786,26393,2020
Colima,45 a 49 años,47133,23147,23986,2020
Colima,50 a 54 años,41541,20037,21504,2020
Colima,55 a 59 años,34819,16843,17976,2020
Colima,60 a 64 años,29795,14473,15322,2020
Colima,65 a 69 años,22071,10602,11469,2020
Colima,70 a 74 años,16086,7710,8376,2020
Colima,75 a 79 años,10803,5101,5702,2020
Colima,80 a 84 años,6859,3103,3756,2020
Colima,85 a 89 años,3623,1561,2062,2020
Colima,90 a 94 años,1571,655,916,2020
Colima,95 a 99 años,601,236,365,2020
Colima,100 años y más,148,53,95,2020
Colima,No especificado,1956,975,981,2020
Chiapas,0 a 4 años,574152,288911,285241,2020
Chiapas,5 a 9 años,612792,308758,304034,2020
Chiapas,10 a 14 años,583132,295114,288018,2020
Chiapas,15 a 19 años,526577,262521,264056,2020
Chiapas,20 a 24 años,464523,223732,240791,2020
Chiapas,25 a 29 años,424403,198455,225948,2020
Chiapas,30 a 34 años,396045,184761,211284,2020
Chiapas,35 a 39 años,372863,174270,198593,2020
Chiapas,40 a 44 años,329204,156472,172732,2020
Chiapas,45 a 49 años,284333,135809,148524,2020
Chiapas,50 a 54 años,243848,117157,126691,2020
Chiapas,55 a 59 años,196355,94905,101450,2020
Chiapas,60 a 64 años,158726,77668,81058,2020
Chiapas,65 a 69 años,125777,62035,63742,2020
Chiapas,70 a 74 años,85855,43119,42736,2020
Chiapas,75 a 79 años,63158,31971,31187,2020
Chiapas,80 a 84 años,38245,19047,19198,2020
Chiapas,85 a 89 años,21839,10638,11201,2020
Chiapas,90 a 94 años,8853,4300,4553,2020
Chiapas,95 a 99 años,3855,1752,2103,2020
Chiapas,100 años y más,1449,651,798,2020
Chiapas,No especificado,27844,13901,13943,2020
Chihuahua,0 a 4 años,291286,147610,143676,2020
Chihuahua,5 a 9 años,317322,161182,156140,2020
Chihuahua,10 a 14 años,333715,169615,164100,2020
Chihuahua,15 a 19 años,326333,165942,160391,2020
Chihuahua,20 a 24 años,314067,157281,156786,2020
Chihuahua,25 a 29 años,298299,147844,150455,2020
Chihuahua,30 a 34 años,275644,135649,139995,2020
Chihuahua,35 a 39 años,263669,130612,133057,2020
Chihuahua,40 a 44 años,251983,124354,127629,2020
Chihuahua,45 a 49 años,248522,123238,125284,2020
Chihuahua,50 a 54 años,219930,107604,112326,2020
Chihuahua,55 a 59 años,173639,84028,89611,2020
Chihuahua,60 a 64 años,140861,66530,74331,2020
Chihuahua,65 a 69 años,100944,47253,53691,2020
Chihuahua,70 a 74 años,74018,34187,39831,2020
Chihuahua,75 a 79 años,50265,23473,26792,2020
